Number of particles: 108
dryVolFracMax: 0.02
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 28.257430141958103
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
Minimum x-link fraction: 3.0E-5
Maximum x-link fraction: 1.0E-4
x-link fraction increment: 3.0E-6
Reservoir swelling ratio: 7.0053187131881725
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NKT)total, (PV/NKT)_Virial, (PV/NKT)_pair/calculated, (PV/NKT)_FR, <F_total_path1>/V, <F_total_path2>/V, QMelting, <F_id>/V, <F_pair>/V, <F_FR>/V,  <alpha>, Zeta, B2, B2_HS, B2*
0.01495, -5.374432603654834, 426.6264953140273, 240.02959821795028, 231.4420685386424, 231.46601402457267, 8.587529679307886, 0.6658881447126881, 0.6659349142047349, 0.8341586247793588, -0.023574538791522978, 0.6745846285330495, 0.01487805497116156, 6.930391975308637, 5.1395475535278425, 3937.536365430453, 5577.27419503202, 0.70599655454233
0.01505, -5.4863910285465725, 430.43261171269523, 242.19259200338257, 233.03137802916206, 233.08076092139294, 9.161213974220523, 0.6761544637886587, 0.6762019277074964, 0.823893000130179, -0.023708275106558686, 0.684636241410677, 0.015226497484540342, 6.92971001028807, 5.1739257980330455, 3936.3740944429173, 5575.6279108114295, 0.7059965545423297
0.01515, -5.602939501517442, 431.84998353993495, 242.09989499255425, 234.67188054472774, 234.6297479445184, 7.428014447826525, 0.6864397880592971, 0.6864879571865378, 0.8136083810679436, -0.02384185279423803, 0.6947638246542355, 0.015517816199299615, 6.929202654320983, 5.2083040425382485, 3935.509557543359, 5574.4033483203, 0.7059965545423298
0.01525, -5.715795581123421, 434.5581547931943, 243.15138868117486, 236.13000399477252, 236.15060077843137, 7.021384686402354, 0.696773781655019, 0.6968226496699865, 0.8032750863599485, -0.023975272901621523, 0.7049630398476846, 0.01578601470895592, 6.928768158436215, 5.2426822870434515, 3934.769275188452, 5573.354784626688, 0.70599655454233
0.01535, -5.831710445107055, 437.8504935444348, 244.8550248315646, 237.71303365385796, 237.72714843981828, 7.141991177706644, 0.707188411578166, 0.7072379921932725, 0.7928611690369406, -0.024108536462037443, 0.7152368557157456, 0.01606009232445788, 6.928259228395058, 5.2770605315486545, 3933.902291985272, 5572.126757099357, 0.7059965545423299
0.01545, -5.948083637056439, 441.4056100508381, 246.86508102972033, 239.2833676795552, 239.2472505918581, 7.581713350165137, 0.7176796027698659, 0.7177298990971459, 0.7823706935574142, -0.024241644495350212, 0.7255849755791681, 0.016336271686047916, 6.9278269341563865, 5.311438776053857, 3933.1659610548127, 5571.083790351542, 0.7059965545423299
0.01555, -6.064304422437265, 444.89601818873126, 248.70320348095083, 240.75342067360492, 240.76971408333063, 7.9497828073459065, 0.7282639770025914, 0.7283149875893596, 0.771787033584177, -0.024374598008221858, 0.736005009766685, 0.016633565244128182, 6.927283024691358, 5.34581702055906, 3932.2396453740107, 5569.771722077494, 0.70599655454233
0.01565, -6.183790953094714, 447.8110724908965, 250.03897045595107, 242.32783013404804, 242.32431636084203, 7.711140321903041, 0.7389218229068574, 0.7389735653994938, 0.7611299195857789, -0.02450739799436671, 0.7464994385156163, 0.016929782385607838, 6.926820648148145, 5.3801952650642635, 3931.4523003157224, 5568.6564970056115, 0.70599655454233
0.01575, -6.302125657983488, 451.9760833125254, 252.53482051389722, 243.8628334511194, 243.9322154850464, 8.671987062777804, 0.7496453807300542, 0.749697844150506, 0.7504070826903977, -0.0246400454347996, 0.7570673260445323, 0.017218100120321454, 6.926359012345678, 5.4145735095694665, 3930.6663214609193, 5567.543207075589, 0.7059965545423299
0.01585, -6.427034501084619, 454.57680909484424, 253.64799628025204, 245.54358376310392, 245.48920380773083, 8.104412517148123, 0.7605020912524082, 0.7605553043778153, 0.7395511218729989, -0.024772541298077797, 0.7677121507414267, 0.017562481809059286, 6.925765092592593, 5.448951754074669, 3929.6552706933426, 5566.111116846434, 0.70599655454233
0.01595, -6.545837117603829, 458.6034644937837, 256.03799345866054, 246.97768557957494, 246.9712139695591, 9.060307879085585, 0.7713498245847697, 0.7714037694673335, 0.728704120297794, -0.024904886540536773, 0.7784280452078282, 0.017826665917478328, 6.925425401234568, 5.483329998579872, 3929.0770799317356, 5565.29214576522, 0.7059965545423299
0.01605, -6.665391871067803, 461.7274119374398, 257.46712112936547, 248.50692220644353, 248.57379870840944, 8.960198922921936, 0.7823987937403845, 0.7824534704397115, 0.7176558829589427, -0.025037082106520097, 0.7892172643413438, 0.018218611505560773, 6.924710082304526, 5.517708243085075, 3927.8597166237546, 5563.567826715575, 0.7059965545423299
0.01615, -6.793439172412585, 464.99853468698916, 259.2368850771885, 250.18277441415827, 250.16312564182246, 9.054110663030256, 0.7933956845760312, 0.7934511294936013, 0.706659760341539, -0.02516912892860358, 0.8000833064059245, 0.018481507098710215, 6.924328230452681, 5.552086487590278, 3927.209966186735, 5562.647495826084, 0.7059965545423299
0.01625, -6.917130331529431, 469.4041514488761, 262.02593085817495, 251.68640426524925, 251.6613012972713, 10.339526592925678, 0.8046008383381612, 0.8046570410123903, 0.6954553643360679, -0.025301027927813892, 0.8110220796672925, 0.01887978659868267, 6.923694053497939, 5.586464732095481, 3926.131023415696, 5561.119240816769, 0.7059965545423298
0.01635, -7.041314848203202, 470.70161577921556, 261.6290069258201, 253.17888389400554, 253.2454499080293, 8.45012303181454, 0.8158080818793148, 0.8158650434937739, 0.6842488797351444, -0.025432780013841767, 0.8220333121602066, 0.019207549732949962, 6.923168899176951, 5.6208429766006835, 3925.237713454564, 5559.8539230820215, 0.70599655454233
0.01645, -7.1701648168792005, 472.3200313796053, 261.712778877603, 254.85439441681916, 254.8571282421384, 6.858384460783861, 0.8270751849999425, 0.8271329137524386, 0.6729825437525536, -0.02556438608525003, 0.8331213660946409, 0.01951820499055155, 6.922712222222217, 5.655221221105886, 3924.460996582453, 5558.753752171677, 0.70599655454233
0.01655, -7.296576324669662, 477.17851373651206, 264.91566427765997, 256.40304987547205, 256.4778142629316, 8.512614402187923, 0.8383597021939297, 0.8384181930471718, 0.6616987886593123, -0.025695847029676498, 0.8442832323499483, 0.019772316873657925, 6.922436306584363, 5.689599465611089, 3923.9917684963725, 5558.089119910994, 0.7059965545423299
0.01665, -7.42866605891095, 483.02097530348414, 269.2275414589358, 258.09579949557695, 258.08262455959806, 11.13174196335882, 0.8498587807594654, 0.8499180598443623, 0.6502004983254316, -0.025827163724032095, 0.8555223517095427, 0.02016359277395475, 6.9217683847736575, 5.723977710116292, 3922.8560411183876, 5556.480433054556, 0.7059965545423296
0.01675, -7.555413760010395, 485.2839987433473, 269.8749617701015, 259.6135685395127, 259.6006948145666, 10.261393230588808, 0.8614222549449151, 0.8614823040847889, 0.6386377941949587, -0.025958337034694027, 0.8668345682597375, 0.0205460237198716, 6.921198292181073, 5.758355954621495, 3921.886834902304, 5555.107613017615, 0.7059965545423301
0.01685, -7.686662243675307, 487.10428446582614, 270.056537628558, 261.13178269284697, 261.15063711868464, 8.924754935711015, 0.8730293849204869, 0.8730902311716016, 0.6270314613306278, -0.026089367817694574, 0.8782198888711726, 0.0208988638670088, 6.9207117798353925, 5.792734199126698, 3921.0598485206033, 5553.936238488406, 0.70599655454233
0.01695, -7.815341398987409, 490.8125086028343, 272.11821629597034, 262.7133003438934, 262.7799901574249, 9.404915952076918, 0.8846797713471082, 0.8847413909151545, 0.6153818482209381, -0.026220256918905182, 0.889679821155612, 0.021220207110401415, 6.920248590534974, 5.8271124436319, 3920.2726152961227, 5552.821171822125, 0.7059965545423299
0.01705, -7.951729102896216, 494.71730027706263, 274.5026339976527, 264.39071124142737, 264.36494702151276, 10.11192275622536, 0.8964639559831292, 0.896526387844737, 0.6035984758784786, -0.026351005174216336, 0.9012166597067892, 0.021598301450556367, 6.919736183127574, 5.861490688137103, 3919.4018540949955, 5551.5877929967955, 0.70599655454233
0.01715, -8.086017164363605, 498.10987373517276, 276.2187206027614, 265.88399635726444, 265.9278419990546, 10.33472424549693, 0.9083007824787598, 0.9083640205337993, 0.5917624555762797, -0.026481613409713202, 0.9128260275211426, 0.021956368367330368, 6.919220925925928, 5.895868932642306, 3918.526380114859, 5550.347738814516, 0.7059965545423298
0.01725, -8.220424498805713, 500.1220987384376, 276.6285131911277, 267.51620073912295, 267.5476810172216, 9.112312452004748, 0.920246950565479, 0.9203109929368082, 0.5798170918058503, -0.02661208244184712, 0.9245112338789617, 0.022347799128364362, 6.9186743518518545, 5.930247177147509, 3917.5978381144087, 5549.032517097814, 0.7059965545423298
0.01735, -8.355983469838415, 503.5707361586992, 278.55833681009597, 269.12418274889035, 269.0814959688439, 9.434154061205646, 0.9321798537278744, 0.9322447041467187, 0.5678849966909699, -0.02674241307760318, 0.9362717126497966, 0.022650554155680996, 6.918290730452678, 5.964625421652712, 3916.946214280587, 5548.109532658826, 0.7059965545423299
0.01745, -8.487572502199837, 509.11284354408764, 282.3915715244966, 270.58419352743505, 270.6329461067352, 11.807377997061574, 0.9442906821223035, 0.944356330925528, 0.555774966680921, -0.026872606114663886, 0.9481039399439574, 0.023059348293010064, 6.9177288168724305, 5.999003666157915, 3915.991871686029, 5546.757766012915, 0.7059965545423298
0.01755, -8.627658611791064, 511.2505212519023, 282.952949379679, 272.2265937778893, 272.2319540184489, 10.7263556017897, 0.9564882014203581, 0.9565546843044475, 0.5435782814637313, -0.02700266234156909, 0.9600122583094418, 0.0234786054524853, 6.917131399176952, 6.033381910663117, 3914.977399652531, 5545.320829774386, 0.70599655454233
0.01765, -8.76676345688974, 512.466264750137, 282.48464646289443, 273.7827649358045, 273.86718381422367, 8.701881527089936, 0.968701096406968, 0.9687684100056462, 0.5313662171917102, -0.027132582537872315, 0.9719946224419154, 0.023839056502924925, 6.916722242798365, 6.06776015516832, 3914.2827143268023, 5544.336851423133, 0.70599655454233
0.01775, -8.91141217835533, 517.1024609110174, 285.5755967893657, 275.49711410871765, 275.52980537652303, 10.07848268064807, 0.9809566631812053, 0.9810248241070687, 0.5191114977446581, -0.027262367474293447, 0.984054810013368, 0.024164220642130727, 6.916333395061727, 6.102138399673523, 3913.622586152961, 5543.4018211179655, 0.70599655454233
0.01785, -9.050333411737034, 522.1358798235326, 289.01810499198155, 277.1089592590061, 277.1115484991851, 11.909145732975444, 0.9933909202286596, 0.9934599093331299, 0.5066780688758107, -0.02739201791286808, 0.9961903966287117, 0.02459254151281601, 6.915759300411527, 6.136516644178726, 3912.648108852534, 5542.0215349194605, 0.7059965545423299
0.01795, -9.192087942809325, 525.1426943833604, 290.37947693060363, 278.6609666427769, 278.69166347343344, 11.718510287826755, 1.0058868150530706, 1.0059566515700287, 0.4941830214638874, -0.027521534607093456, 1.008399962510995, 0.025008387149169153, 6.915195473251029, 6.170894888683929, 3911.691217211075, 5540.666157707911, 0.70599655454233
0.01805, -9.334024363693212, 528.066164807431, 291.6922446022111, 280.2692180570012, 280.2921907432576, 11.423026545209867, 1.018464636920572, 1.018535316919671, 0.4816060430785267, -0.02765091830207117, 1.0206848510762696, 0.025430704146373714, 6.914608364197534, 6.205273133189131, 3910.69497884337, 5539.255048317511, 0.7059965545423299
0.01815, -9.478217931987446, 530.5084332468292, 292.5378352695207, 281.862361313483, 281.8681119546277, 10.675473956037697, 1.0311001171756753, 1.0311716533593374, 0.4689714190079868, -0.02778016973464672, 1.0330447097638693, 0.02583557714645266, 6.914133096707821, 6.239651377694334, 3909.8886431811693, 5538.112924241958, 0.7059965545423298
0.01825, -9.622605983653768, 533.1195962624544, 293.5597606116651, 283.4213136222906, 283.4065580194599, 10.138446989374541, 1.043794548771523, 1.0438669427269798, 0.4562778451839338, -0.027909289633545963, 1.0454787283683769, 0.026225110036692183, 6.913676728395066, 6.274029622199537, 3909.11447605802, 5537.016364891676, 0.70599655454233
0.01835, -9.765184244938329, 537.2537699028671, 296.06171776455983, 284.93931646387307, 284.9495757190891, 11.122401300686752, 1.0565547028769728, 1.0566279478980694, 0.4435185421441237, -0.02803827871950862, 1.057985930797783, 0.026607050798698424, 6.913226759259254, 6.30840786670474, 3908.3512643316953, 5535.935323176368, 0.7059965545423299
0.01845, -9.904643774765804, 541.9528889551417, 299.06259005691896, 286.5071881975647, 286.5960212232066, 12.555401859354264, 1.0694465267239621, 1.0695206080735502, 0.43062755462562574, -0.0281671377054188, 1.070567503744799, 0.027046160684582, 6.912689855967082, 6.342786111209943, 3907.44072988703, 5534.645608037098, 0.70599655454233
0.01855, -10.062372006774718, 544.3090821982248, 299.8722504248668, 288.2323186835384, 288.24454246901854, 11.639931741328443, 1.082431047237016, 1.0825060443476107, 0.41764394987357845, -0.02829586729643275, 1.08322720414057, 0.02749971039287885, 6.912141923868313, 6.377164355715146, 3906.511637503715, 5533.329606737465, 0.7059965545423298
0.01865, -10.207491679501533, 547.0078863400872, 300.92418015765963, 289.805188457629, 289.8541030712877, 11.11899170003062, 1.0954353710244602, 1.095511229285211, 0.40464048723629076, -0.028424468190103875, 1.095961419893392, 0.02789841932117197, 6.91170377572017, 6.411542600220348, 3905.768804516356, 5532.277430232381, 0.7059965545423298
0.01875, -10.362326951312301, 552.2610640671302, 304.5761228569776, 291.4515709742726, 291.48434917634773, 13.12455188270495, 1.1085487499433984, 1.1086255184205185, 0.39152801853372177, -0.028552941076504974, 1.1087719091201709, 0.028329781899732516, 6.911185606995886, 6.445920844725551, 3904.890426804761, 5531.033263095949, 0.70599655454233
0.01885, -10.515025699473915, 556.8794509425277, 307.62131610038324, 293.0662024236327, 293.04046052736106, 14.555113676750523, 1.1218038944915023, 1.1218815627434058, 0.37827377376040117, -0.02868128663834799, 1.121657926276015, 0.028827254853835346, 6.91055995884774, 6.480299089230754, 3903.8300300314486, 5529.531277333428, 0.7059965545423299
0.01895, -10.657357370127349, 558.386053937457, 307.4195231516271, 294.56414145560353, 294.6148966462804, 12.855381696023576, 1.1351377851405395, 1.1352163067100765, 0.3649407364289974, -0.028809505551101112, 1.1346166938372872, 0.02933059685435351, 6.909941121399173, 6.514677333735957, 3902.7813654228294, 5528.04590944902, 0.70599655454233
0.01905, -10.816481306541874, 557.8248296989516, 305.26444623682585, 296.2148029791886, 296.2461424394762, 9.04964325763722, 1.1484648646828195, 1.1485443152350951, 0.35161458586945615, -0.028937598483103486, 1.1476518512989693, 0.02975061186695364, 6.909498950617285, 6.54905557824116, 3902.0321902424303, 5526.984749623837, 0.7059965545423298
0.01915, -10.973366817174087, 564.0226934862055, 309.85179092628863, 297.82716590491754, 297.87697632977205, 12.024625021371085, 1.1617719588483344, 1.1618523276399844, 0.33830840994331557, -0.02906556609567749, 1.1607624970705517, 0.03007502787346016, 6.909188755144036, 6.583433822746363, 3901.5066796119645, 5526.240396656267, 0.7059965545423301
0.01925, -11.12425077027077, 569.9874374486438, 314.22445368278346, 299.4767980648452, 299.47444012466974, 14.747655617938266, 1.1753949645881199, 1.1754762234530933, 0.3246862942768536, -0.02919340904323863, 1.1739495287032948, 0.030638844928063767, 6.9085001440329235, 6.617812067251565, 3900.3402533400636, 5524.588226735047, 0.7059965545423299
0.01935, -11.279384338934255, 570.1862108652082, 312.7658919465777, 301.02261100560855, 301.05706931567033, 11.743280940969143, 1.1889868542994046, 1.1890690301507663, 0.31109532155195696, -0.02932112797340321, 1.1872104800505738, 0.031097502222233984, 6.908025565843616, 6.652190311756768, 3899.5365090145824, 5523.449773126019, 0.7059965545423298
0.01945, -11.435067610161582, 577.489869453693, 318.49055017211157, 302.6420320753991, 302.642890127957, 15.848518096712494, 1.2026193507707306, 1.2027024375679214, 0.29746373602646003, -0.02944872352709372, 1.2005471077951997, 0.03152096650262471, 6.907574670781896, 6.686568556261971, 3898.7729766670964, 5522.368277270871, 0.7059965545423298
0.01955, -11.592808550603959, 575.7237942121429, 315.0581163485918, 304.194606957278, 304.1997028490753, 10.863509391313833, 1.2165599644921192, 1.2166439864205592, 0.2835240574363207, -0.029576196338642113, 1.2139578245609253, 0.03217833626983611, 6.9068175102880645, 6.720946800767174, 3897.491047720657, 5520.552505029219, 0.7059965545423299
0.01965, -11.757789032449754, 578.552470420827, 316.30223124531045, 305.75566629564645, 305.78377668647414, 10.546564949664004, 1.2301081370820757, 1.2301931222035645, 0.26997684803941335, -0.02970354703589093, 1.227442833108788, 0.03236885100917845, 6.9067286522633795, 6.755325045272377, 3897.34062291226, 5520.339437688552, 0.7059965545423299
0.01975, -11.911235375684075, 589.6939673732049, 325.73722892988155, 307.3628064986602, 307.43980456247886, 18.374422431221394, 1.2441838101437699, 1.2442697018365412, 0.2559020815490014, -0.029830776240292345, 1.2410032347766207, 0.033011351607441626, 6.905973858024695, 6.789703289777579, 3896.063012803864, 5518.529782811093, 0.7059965545423299
0.01985, -12.07127642758986, 586.4462020310277, 320.9584196944135, 309.0680067098281, 309.0341958500472, 11.890412984585371, 1.2582639500277506, 1.2583507684004704, 0.24182286834496924, -0.029957884567005308, 1.2546413773704845, 0.03358045722427132, 6.905345493827161, 6.824081534282782, 3894.9996187862403, 5517.0235516393095, 0.7059965545423299
