Number of particles: 108
dryVolFracMax: 0.02
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 28.257430141958103
Number of monomers: 2916666.666666667
Number of chains: 2916.666666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
Minimum x-link fraction: 0.001
Maximum x-link fraction: 0.01
#x-link fraction increment: 0.001
Reservoir swelling ratio: 3.5055745959281923
MC steps: 20000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NKT)total, (PV/NKT)_Virial, (PV/NKT)_pair/calculated, (PV/NKT)_FR, <F_total_path1>/V, <F_total_path2>/V, QMelting, <F_id>/V, <F_pair>/V, <F_FR>/V,  <alpha>, Zeta, B2, B2_HS, B2*
0.01405, 0.6048324194805672, 11.09842487080293, 12.69240098189502, 11.876097266195181, 11.556931686874973, 0.816303715699838, -0.0042759289603868725, -0.004264731805218337, 1.5042871261155555, -0.02236359379487865, 0.01638289248554721, 0.0017047723489445688, 3.5048596296296295, 0.6052767098636169, 658.4941784579644, 721.3740042292621, 0.9128332523730455
0.01415, 0.6091907955448168, 10.662742312889305, 11.279666751124052, 11.315176052509798, 11.90292790702895, -0.03550930138574529, -0.0040694450955302795, -0.004058975810418766, 1.5040799143806418, -0.022498807282191943, 0.016745753391169207, 0.0016836087954924565, 3.5049214814814804, 0.6095847291509024, 658.5290413119245, 721.4121961486184, 0.9128332523730451
0.01425, 0.6134072102124292, 10.56514778076222, 11.917766395091984, 12.56357853223702, 12.318225731510326, -0.6458121371450354, -0.00376682051658344, -0.003754777854348069, 1.5037788631788187, -0.02263385205261343, 0.017140158040588795, 0.0017268734954411944, 3.5048327777777786, 0.6138927484381879, 658.4790437696793, 721.3574243246128, 0.9128332523730454
0.01435, 0.6177545083391397, 10.693841713693148, 11.240407052278925, 12.15402085030835, 12.648092330163767, -0.9136137980294263, -0.0035649964473888768, -0.003553357588302764, 1.503576635306475, -0.0227687292901408, 0.017526722484451432, 0.0016770103583004928, 3.504883796296296, 0.6182007677254734, 658.5077998757002, 721.3889263606595, 0.9128332523730455
0.01445, 0.6220366716559418, 13.788005494985105, 14.69028013673828, 13.219892178314408, 13.261546109725646, 1.4703879584238717, -0.003256227185770469, -0.0032433709748680845, 1.5032690833966729, -0.02290344016226965, 0.01794058836000178, 0.0017066246164974003, 3.5049081481481483, 0.6225087870127589, 658.5215258621253, 721.403963046045, 0.9128332523730451
0.01455, 0.6263762153602133, 13.482632544029972, 14.198928470339172, 13.387766769014585, 13.508277416525615, 0.8111617013245889, -0.0029066676784173483, -0.0028936135559636186, 1.502919721800871, -0.02303798582033604, 0.018360480828105968, 0.0017708373138127223, 3.504984722222223, 0.6268168063000444, 658.5646882866408, 721.4512470646794, 0.9128332523730455
0.01465, 0.6305646798683853, 12.463706153001956, 13.201439500245948, 13.713927354545364, 13.723172833153964, -0.5124878542994146, -0.002612478901188261, -0.0025989628097992934, 1.5026259949925773, -0.02317236739984976, 0.018790192357464874, 0.001769696141196625, 3.504782037037038, 0.63112482558733, 658.4504450608247, 721.3260947156397, 0.9128332523730452
0.01475, 0.634916649988793, 13.10532870558011, 13.647533561616353, 13.819202798824278, 13.933458476024024, -0.17166923720792593, -0.0023115695453688086, -0.0022977757733244446, 1.5023253633174132, -0.02330658602081838, 0.019224488979940193, 0.0017705274955093768, 3.5048797222222237, 0.6354328448746155, 658.5055035315777, 721.3864107378811, 0.9128332523730456
0.01485, 0.6391585648320812, 13.493200715666141, 13.426717528868874, 14.134624002707433, 14.76152284777843, -0.7079064738385589, -0.0019867455478871053, -0.001972664852361205, 1.502000826243413, -0.02344064278806259, 0.019668390548800912, 0.0017855066913745712, 3.5047783333333347, 0.639740864161901, 658.4483575962557, 721.3238079183923, 0.9128332523730451
0.01495, 0.6434676523857985, 14.427438392662324, 15.270273638535272, 15.476870339332596, 15.101202398503567, -0.20659670079732373, -0.0016673166677599986, -0.0016514673836252915, 1.5016831659518948, -0.023574538791522978, 0.02014644744445439, 0.0017607746793085897, 3.5048714814814814, 0.6440488834491865, 658.5008586700105, 721.3813223369547, 0.9128332523730454
0.01505, 0.6477505528725076, 15.380040216765055, 15.505735971675689, 14.822369710780686, 15.057915374826736, 0.6833662608950031, -0.0012978861069833057, -0.0012829080356016875, 1.5013128641783648, -0.023708275106558686, 0.02061119105994386, 0.0017991979396315225, 3.504790185185185, 0.6483569027364721, 658.455037498406, 721.3311256865967, 0.9128332523730454
0.01515, 0.6520403435027863, 15.755846662201025, 15.478686437373572, 15.385304026984462, 15.920427400014933, 0.09338241038911008, -9.329738401249073E-4, -9.173061939545396E-4, 1.5009486414862954, -0.02384185279423803, 0.02109156633212425, 0.0018173126219888725, 3.504792870370371, 0.6526649220237575, 658.4565509200149, 721.332783625333, 0.9128332523730454
0.01525, 0.6562633309263969, 15.856384779082376, 15.757944914131294, 16.550503274873783, 16.79881281657547, -0.7925583607424898, -5.455998433171357E-4, -5.283810113684492E-4, 1.5005628186752658, -0.023975272901621523, 0.021602025511306664, 0.0018276475469977248, 3.504726111111112, 0.656972941311043, 658.4189248154961, 721.2915645917132, 0.9128332523730455
0.01535, 0.6605747705336781, 16.589749892085646, 16.61790160821425, 17.149092871555084, 17.168945279598116, -0.5311912633408319, -1.758872349774919E-4, -1.5779393289085814E-4, 1.500193980537064, -0.024108536462037443, 0.022129209331154025, 0.0018034398959059267, 3.5047802777777783, 0.6612809605983285, 658.449453514604, 721.3250084863442, 0.9128332523730451
0.01545, 0.6648364176099915, 17.353861789962682, 17.24042673876775, 17.294003504394077, 17.34061403631536, -0.0535767656263273, 2.465023666779649E-4, 2.6475062957137876E-4, 1.4997717458962154, -0.024241644495350212, 0.022662364241396556, 0.001825782620631621, 3.504716296296297, 0.665588979885614, 658.4133932205733, 721.2855047829711, 0.9128332523730455
0.01555, 0.6691553028944505, 18.74360549548973, 18.297732022532603, 17.49268737409038, 17.76274667029482, 0.8050446484422223, 6.526986307043466E-4, 6.710273428917682E-4, 1.499365630081483, -0.024374598008221858, 0.0232027801186649, 0.0018245165202613032, 3.504744537037037, 0.6698969991728996, 658.4293096858695, 721.3029411167757, 0.9128332523730451
0.01565, 0.6734560551128959, 19.2459539299887, 18.62565451836976, 18.138868264725165, 18.45366216193402, 0.4867862536445938, 0.0011414436064694465, 0.0011608339216287872, 1.49887794670869, -0.02450739799436671, 0.023761154479220392, 0.0018876871216157653, 3.5047808333333337, 0.6742050184601851, 658.4497666343556, 721.3253515060037, 0.9128332523730455
0.01575, 0.6777376877658406, 20.1509050954216, 19.382418398763072, 18.877969594380815, 19.228481523065632, 0.5044488043822577, 0.001571625241447324, 0.0015917035270465348, 1.498448453044152, -0.0246400454347996, 0.02433978802735525, 0.0018718826488916716, 3.5047831481481477, 0.6785130377474706, 658.4510713010551, 721.3267807557556, 0.9128332523730455
0.01585, 0.6819862956902792, 20.153923929585563, 19.32210205270544, 19.692504369809726, 19.968405510825264, -0.3704023171042866, 0.002103578452583049, 0.0021248691774760284, 1.49791771227231, -0.024772541298077797, 0.024940577034420187, 0.0019355427162406596, 3.504745185185185, 0.6828210570347562, 658.4296749848055, 721.3033412982272, 0.9128332523730454
0.01595, 0.6862375943705027, 21.422603753787644, 20.56447934328473, 20.362240433353836, 20.55491727592911, 0.20223890993089583, 0.0025339042262747975, 0.002556090243866632, 1.497488281791317, -0.024904886540536773, 0.025560170273889904, 0.0018786204929216652, 3.5046906481481486, 0.6871290763220417, 658.3989381612399, 721.2696694052657, 0.9128332523730454
0.01605, 0.6904689235116233, 21.968441141418907, 20.69324744609228, 20.868987475453416, 21.32823938108736, -0.17574002936113672, 0.003126432436977338, 0.0031491452096583834, 1.4968962803357038, -0.025037082106520097, 0.02619475926077927, 0.001968755282718165, 3.504594722222222, 0.6914370956093272, 658.3448770710088, 721.2104460037402, 0.9128332523730454
0.01615, 0.6947759592554068, 22.458433581785414, 20.98117399766697, 21.91128560121051, 22.459283375371736, -0.9301116035435364, 0.003582820026178851, 0.0036068485258257156, 1.496441208473468, -0.02516912892860358, 0.026857186654063708, 0.001894762300718721, 3.5046687962962966, 0.6957451148966127, 658.3866228263394, 721.2561780749834, 0.9128332523730452
0.01625, 0.6990545007799011, 25.221958849008114, 23.900041284647994, 23.136762794123097, 23.37636936038926, 0.7632784905248978, 0.004198743652569989, 0.004224587250063829, 1.495827099944924, -0.025301027927813892, 0.02755196130684933, 0.0019478102735345517, 3.504702222222223, 0.7000531341838983, 658.4054611762604, 721.2768153051368, 0.9128332523730454
0.01635, 0.7033257096010117, 26.35862388678654, 24.64524666150268, 23.75220215923475, 24.239159123782876, 0.8930445022679313, 0.004787079853762855, 0.0048135846371174275, 1.4952394249295917, -0.025432780013841767, 0.02826468065394865, 0.0019551792136559736, 3.504682129629629, 0.7043611534711838, 658.3941372497084, 721.2644100531124, 0.9128332523730452
0.01645, 0.7075662150735689, 27.576113316692815, 25.656210743049627, 24.865273288081855, 25.395553992824883, 0.7909374549677715, 0.0054572752379746445, 0.005485170096665156, 1.4945706196207158, -0.02556438608525003, 0.02900729475030437, 0.0020143665729203068, 3.5046472222222222, 0.7086691727584693, 658.3744641929633, 721.2428584097055, 0.9128332523730454
0.01655, 0.7117903272925256, 26.853520951460784, 24.745861138580203, 26.070912346735845, 26.633726530717695, -1.325051208155642, 0.006103742277447026, 0.00613334647498227, 1.4939258619200881, -0.025695847029676498, 0.029782154832775087, 0.0020174344743484375, 3.5045965740740743, 0.7129771920457547, 658.3459206933852, 721.2115892819609, 0.9128332523730452
0.01665, 0.7159751500798218, 29.92983162684866, 27.353192349444544, 27.348026589906755, 28.229171263661577, 0.005165759537787517, 0.006739436417628673, 0.006770569422640482, 1.493291696587383, -0.025827163724032095, 0.030591120230827024, 0.001975479910833743, 3.5044751851851865, 0.7172852113330402, 658.2775135799479, 721.1366499507527, 0.9128332523730454
0.01675, 0.7202816092669562, 32.44986736416355, 29.958169647812785, 29.268562343362074, 29.876489153078097, 0.6896073044507093, 0.007532786472243359, 0.007566356511927167, 1.4925007835674404, -0.025958337034694027, 0.031449712897320944, 0.00204141060961644, 3.5045903703703702, 0.7215932306203258, 658.3424245627659, 721.2077593046783, 0.9128332523730452
0.01685, 0.7244829760412301, 33.59590456935884, 30.73971444447667, 30.653183499172926, 31.44884188448473, 0.0865309453037448, 0.008288803455733573, 0.008324209932520359, 1.491746603021053, -0.026089367817694574, 0.0323453899871506, 0.0020327812862775472, 3.5045213888888886, 0.7259012499076113, 658.3035505115122, 721.1651731574793, 0.9128332523730452
0.01695, 0.7286674844553364, 36.494900420166445, 33.44199462540796, 32.42048355465862, 33.21543390551689, 1.0215110707493378, 0.009136872756200475, 0.009174450040696235, 1.4909007045282954, -0.026220256918905182, 0.03328745954939692, 0.002069670125708736, 3.504435370370369, 0.7302092691948968, 658.2550774962392, 721.1120714380284, 0.9128332523730454
0.01705, 0.7328387130725557, 38.192295695522326, 34.42168205222225, 34.19575584076858, 35.50191546318348, 0.22592621145367625, 0.010031306595588367, 0.01007140183592203, 1.4900087886447453, -0.026351005174216336, 0.03427633603618826, 0.002105975733616444, 3.5043375925925924, 0.7345172884821823, 658.1999808120873, 721.0517135533778, 0.9128332523730454
0.01715, 0.7370331068636174, 39.219909635203294, 35.58347972991576, 37.00277160079308, 37.962186633781144, -1.4192918708773246, 0.010960420550591383, 0.011004378697075878, 1.489083537595893, -0.026481613409713202, 0.03533687312493073, 0.0021051608353738543, 3.5043452777777775, 0.7388253077694679, 658.2043112166511, 721.0564574696983, 0.9128332523730454
0.01725, 0.7412691302549028, 44.15712452820158, 39.74051110764408, 39.13153036414946, 40.657539488097164, 0.6089807434946202, 0.011903919341406385, 0.01195045710033038, 1.4881426184175177, -0.02661208244184712, 0.03645324226413169, 0.002062759519121813, 3.5043666666666664, 0.7431333270567534, 658.2163634064527, 721.0696605270698, 0.9128332523730452
0.01735, 0.7453798721540141, 47.01449527771148, 42.35505866891651, 42.40460096198248, 43.90886575026681, -0.049542293065970765, 0.01306876794300768, 0.013119932938080628, 1.4869823970520653, -0.02674241307760318, 0.03765302744416891, 0.0021581535764419535, 3.5042778703703723, 0.7474413463440389, 658.1663295203126, 721.0148488886791, 0.9128332523730451
0.01745, 0.749536204608067, 50.373563568271614, 45.30819268581957, 45.65177377176284, 47.32082234593581, -0.34358108594327247, 0.014148696137531891, 0.014204433054840565, 1.4859070407797768, -0.026872606114663886, 0.03893603035229876, 0.0020852718998970138, 3.5042556481481486, 0.7517493656313243, 658.1538084022169, 721.0011321248961, 0.9128332523730456
0.01755, 0.7536487886409435, 56.75400815772253, 50.82998605406056, 49.24575501049218, 51.476503900805604, 1.5842310435683784, 0.015473928435920953, 0.015534780258995975, 1.484586923387154, -0.02700266234156909, 0.04031094202503358, 0.0021656487524564613, 3.504190092592593, 0.7560573849186099, 658.1168720290653, 720.9606686853191, 0.9128332523730452
0.01765, 0.757612395472662, 61.01432056842801, 54.701735689538566, 53.98215737807363, 56.29380021768139, 0.7195783114649381, 0.01685850041910568, 0.016926786055442268, 1.483209785217231, -0.027132582537872315, 0.041805489838743166, 0.0021855931182348273, 3.5039929629629634, 0.7603654042058954, 658.0058103854151, 720.8390017287729, 0.9128332523730454
0.01775, 0.7617170100856854, 65.62366581753604, 58.974103091263956, 58.90562525206615, 61.21604374859006, 0.06847783919780616, 0.0183871476512786, 0.018462993904395965, 1.4816886986018387, -0.027262367474293447, 0.043424743111866795, 0.002224772013705251, 3.504016296296296, 0.7646734234931809, 658.0189555925924, 720.8534021761088, 0.9128332523730455
0.01785, 0.7656926572345499, 72.7427711770771, 65.19004733009291, 63.852691119773034, 66.71402218160964, 1.3373562103198797, 0.01999179965870713, 0.020074948547518633, 1.4800913492301044, -0.02739201791286808, 0.04516988702368466, 0.0022139305478905543, 3.5038405555555543, 0.7689814427804664, 657.9199535368302, 720.7449463814664, 0.9128332523730455
0.01795, 0.7696547306861196, 80.87379457258747, 72.53383679191528, 69.92746916008385, 73.16612524940912, 2.6063676318314384, 0.02186035913338894, 0.02195347218201445, 1.4782327539152367, -0.027521534607093456, 0.04706846172679885, 0.002313432013683547, 3.503744722222222, 0.773289462067752, 657.8659708255158, 720.6858088432863, 0.9128332523730452
0.01805, 0.773471472179072, 86.77570955730903, 77.91317092777307, 76.78877838141035, 80.11579783288495, 1.124392546362717, 0.02385323891055487, 0.023958468589655006, 1.4762519907685452, -0.02765091830207117, 0.04914000537583261, 0.0023641518367934307, 3.5035094444444432, 0.7775974813550375, 657.7334518814349, 720.540635621631, 0.9128332523730455
0.01815, 0.7773896517658793, 95.46804640787425, 85.66290880335048, 83.86269971306587, 87.6665420947623, 1.8002090902846108, 0.02600359406829465, 0.026120959176551144, 1.4741137710399619, -0.02778016973464672, 0.05139045041151971, 0.002393313391421658, 3.5034394444444437, 0.781905500642323, 657.6940281928764, 720.4974473520803, 0.9128332523730454
0.01825, 0.7811413558687612, 105.31549092701867, 94.67372616883296, 91.92692827653083, 96.04761185896224, 2.746797892302127, 0.028411502358496765, 0.028544298133626328, 1.4717212934166328, -0.027909289633545963, 0.05384431390329946, 0.0024764780887432673, 3.5032249999999996, 0.7862135199296085, 657.5732638411935, 720.3651511727189, 0.9128332523730454
0.01835, 0.7848721233164052, 113.2592974441302, 101.891794106208, 100.66652518537524, 104.95028969601766, 1.2252689208327618, 0.031032038357850053, 0.031182622774115445, 1.4691185460584153, -0.02803827871950862, 0.05651871426136269, 0.0025516028159959787, 3.503046944444445, 0.7905215392168939, 657.4730031197582, 720.2553165220043, 0.9128332523730451
0.01845, 0.7885672776487692, 125.4723643343261, 113.17774143429305, 109.77719603328525, 114.39368386901846, 3.4005454010078005, 0.03381923547030134, 0.03398894572776147, 1.4663504747871587, -0.0281671377054188, 0.05942358242045117, 0.002562790755268977, 3.502875740740741, 0.7948295585041795, 657.3766101962118, 720.1497190064713, 0.9128332523730452
0.01855, 0.7922178171191508, 136.72844864997367, 123.59038173788896, 119.59975000303601, 124.37765080586236, 3.9906317348529514, 0.03702290245942062, 0.037215190534461484, 1.4631693856156203, -0.02829586729643275, 0.06257702192732734, 0.0027417478285260313, 3.502731388888888, 0.799137577791465, 657.2953430081019, 720.0606915878285, 0.9128332523730455
0.01865, 0.7958071607073909, 146.41135292614524, 132.42198412090286, 129.79490336072655, 134.72221947776086, 2.627080760176313, 0.04034753800948025, 0.04056412130370816, 1.4598690452847476, -0.028424468190103875, 0.06598911619082863, 0.002782890008755498, 3.5025524999999997, 0.8034455970787505, 657.194641456489, 719.9503740119173, 0.9128332523730454
0.01875, 0.7993652911473749, 161.3409647093202, 146.2837456680612, 140.3401248889563, 145.5646317771291, 5.943620779104884, 0.04401352962231104, 0.044256361125104775, 1.4562293018804826, -0.028552941076504974, 0.0696694456791342, 0.0028970250196818093, 3.502380648148147, 0.807753616366036, 657.0979109364974, 719.8444066627436, 0.9128332523730455
0.01885, 0.8027369807062352, 172.12004965662265, 156.21764931173965, 151.53228599804527, 156.75694223018854, 4.685363313694385, 0.04805100162649126, 0.048325560413142135, 1.4522235571601596, -0.02868128663834799, 0.07363470966781634, 0.003097578597022911, 3.502075370370371, 0.8120616356533216, 656.9261021646647, 719.656191814757, 0.9128332523730452
0.01895, 0.8061855755816306, 186.8248835363724, 170.09007583488338, 162.78017822890052, 167.96947860902506, 7.309897605982841, 0.05223165663473323, 0.05253808940890217, 1.4480747761394357, -0.028809505551101112, 0.07788756199127969, 0.003153600194554653, 3.5018859259259263, 0.8163696549406071, 656.8194988606857, 719.5394089262043, 0.9128332523730454
0.01905, 0.8095290959987647, 199.90616407931134, 181.84331013256377, 174.0125002462943, 179.54829623184966, 7.830809886269473, 0.056971232738705656, 0.05731060696546707, 1.4433681414880557, -0.028937598483103486, 0.08242894734417784, 0.0034798838776312997, 3.5015743518518523, 0.8206776742278926, 656.6441964174815, 719.3473667950171, 0.9128332523730452
0.01915, 0.8128684910053139, 209.4002334235453, 190.32849971174983, 185.99229431843727, 191.55130753549196, 4.336205393312543, 0.0617764728850618, 0.062154554281595234, 1.4386016085114717, -0.02906556609567749, 0.08727801094170246, 0.0035640280390368405, 3.5013875925925917, 0.8249856935151781, 656.539134096326, 719.2322720382451, 0.9128332523730451
0.01925, 0.8161749777050867, 226.61620070708946, 206.500402831587, 198.07633795525518, 203.61964223312532, 8.424064876331805, 0.06696935740889184, 0.0673878956121984, 1.4334491807944147, -0.02919340904323863, 0.09243862179276617, 0.0037241446593643045, 3.501201481481482, 0.8292937128024636, 656.4344475429278, 719.1175889314169, 0.9128332523730451
0.01935, 0.8194023770170951, 239.32995488183022, 217.84896496561097, 210.1867196951793, 215.95236911965245, 7.662245270431675, 0.07259659944323331, 0.07305719784674544, 1.4278639989602788, -0.02932112797340321, 0.09791278749575583, 0.004004939920880691, 3.5009256481481486, 0.8336017320897491, 656.2793131655623, 718.9476407213112, 0.9128332523730454
0.01945, 0.8226283586065842, 253.27746684928144, 230.74284985237054, 222.7990868629674, 228.45007950917957, 7.943762989403114, 0.07839652101371292, 0.07890429741390746, 1.4221112553864816, -0.02944872352709372, 0.10371385989058642, 0.004131384650220214, 3.5007669444444462, 0.8379097513770346, 656.1900659949265, 718.8498713089857, 0.9128332523730454
0.01955, 0.8257601964461965, 267.03316301606395, 243.03327120195016, 235.24142735777494, 241.0956755521286, 7.791843844175208, 0.08468970769009035, 0.08524540277713338, 1.4158659873969526, -0.029576196338642113, 0.10983919525952514, 0.0044267087692073225, 3.5004903703703705, 0.8422177706643201, 656.0345536527875, 718.6795090421263, 0.9128332523730452
0.01965, 0.8288878937167695, 285.76172054587727, 260.79868883530827, 248.14808961532145, 253.68144564668015, 12.650599219986827, 0.09114641537275406, 0.09175515463459866, 1.4094623238890907, -0.02970354703589093, 0.11630125859613018, 0.004548703812514803, 3.5003034259259254, 0.8465257899516057, 655.9294522647643, 718.5643714879781, 0.9128332523730456
0.01975, 0.8318615169134003, 301.2592735129326, 274.47698608221447, 260.47255277022964, 266.39916031543817, 14.004433311984851, 0.09833382480148671, 0.09899403282553651, 1.402326383222563, -0.029830776240292345, 0.12308757341306908, 0.00507702762870997, 3.4998650925925916, 0.8508338092388912, 655.6830624194034, 718.2944537952119, 0.9128332523730454
0.01985, 0.8349424911481347, 313.0486106256855, 284.9553876724149, 273.6395529379647, 279.4635072436947, 11.315834734450167, 0.10553048613231102, 0.10624899686809855, 1.3951880246034765, -0.029957884567005308, 0.1302195915127483, 0.005268779186568014, 3.4997178703703704, 0.8551418285261767, 655.6003217527493, 718.2038121950742, 0.9128332523730452
